"k.vec" "diffStat.vec"
0.05 1.39843940939732
0.14 1.0249138934863
0.06 2.23085321164743
0.09 1.01251468245752
0.08 0.719604095499903
0.07 1.20521630146503
0.07 1.31576144733484
0.09 2.48120323454301
0.03 3.74749964265581
0.18 -0.76947601069623
0.03 2.99604078777894
0.02 3.24462577123674
0.04 2.18615129562679
0.04 3.21888656787713
0.06 1.60336832000785
0.02 2.53577810114172
0.08 1.62039789423702
0.06 2.0885106128759
0.11 0.243646120398969
0.11 -0.0540763002640116
0.04 3.29916911927406
0.05 1.79703268779959
0.11 0.719096933193919
0.06 1.93774014181058
0.09 0.955959877138846
0.01 5.11396776950982
0.05 1.36843564917101
0.02 2.19646741628014
0.07 1.78183214523889
0.06 1.59981627365012
0.06 2.8023582729367
0.07 1.25765459164474
0.07 1.77706711182165
0.18 -1.47785854323379
0.07 1.08505130861618
0.02 1.29953320865128
0.04 3.04748003507342
0.1 0.542444947688775
0.07 1.40450816512655
0.07 2.46318989915534
0.03 3.86875345853446
0.05 1.33452454244039
0.11 2.45416699462684
0.11 1.44422346269231
0.08 1.85514336392137
0.07 0.934213024888478
0.12 -0.179035934875645
0.08 1.53836080958944
0.14 0.470917870602485
0.06 2.23428873483881
0.13 1.36408417748351
0.06 1.77058861479437
0.06 1.1273549486475
0.13 1.67216951908796
0.02 2.80526753166368
0.04 2.0738411103192
0.07 2.33053687024107
0.11 1.53203130939781
0.06 2.63313416173219
0.09 2.31478714062586
0.08 1.42753008645129
0.08 1.87622832638257
0.05 1.02017751330669
0.05 2.24515213233083
0.01 2.13167289492809
0.08 3.39953376981528
0.06 2.08912570237694
0.04 2.77948152801594
0.07 1.34038030910327
0.16 -0.37000307789884
0.2 -1.38323504640494
0.13 1.10261574328104
0.08 2.25000408056886
0.04 4.16836699288077
0 3.55924405101998
0.09 1.47702282380303
0.02 4.51750669335605
0.15 0.741137003575994
0.07 0.917192046630593
0.13 1.18746562075559
0 2.17746554419437
0.04 2.31078810376117
0.03 0.939597923346363
0.17 -0.335625878502843
0.08 1.79090853581095
0.05 2.41565226771762
0.04 3.22062677450896
0.06 1.55611244540679
0.05 2.49882975122273
0.08 3.11824589114677
0.06 1.42858166027217
0.06 2.29574801933117
0.06 3.26599058031876
0.05 1.71135855218932
0.06 1.42015665330214
0.03 1.42927984416233
0.04 1.26785036870006
0.03 3.12966134101705
0.12 0.794088186709217
0.13 1.25225727678388
0.06 2.58160799961691
0.09 2.46886324020532
0.14 0.824356511829617
0.11 1.32009095154016
0.04 3.4521688122267
0.1 2.67610446709228
0.09 1.34164487199051
0.05 2.84980421401401
0.07 2.78051495478632
0.05 1.27629352272058
0.11 0.788802619475104
0.08 2.00934076220678
0.01 3.19579492367417
0.07 2.27593908105226
0.02 4.08452475426273
0.06 2.9849978299978
0.16 -1.01640006147964
0.09 0.790604908121792
0.08 1.24709873890325
0.08 1.90928079109232
0.12 0.501861457022942
0.04 1.75728205124076
0.06 1.39153302402149
0.14 0.0280429236647648
0.08 3.23552645807458
0.03 2.89302953318898
0.12 1.17209124855329
0.11 1.21932038013256
0.11 0.138121021761269
0.01 4.19475757984242
0.12 0.510242529028606
0.13 1.35842993859194
0.13 0.752947868125515
0.03 2.98969218542889
0.03 3.2923486936111
0.09 1.75019324025204
0.12 1.98101417148952
0.05 2.41167328811927
0.16 0.532514690635454
0.03 3.20085222011519
0.11 1.9310419699615
0.04 2.53248393392262
0.02 2.14793265217304
0.21 -0.37547011563792
0.05 2.26401837909184
0.01 3.00988698730784
0.06 2.13933859110102
0.06 2.80370115467345
0.04 2.77750158929597
